ID,Status Pernikahan,Program Studi,Kelas Reguler/Malam,Pendidikan Terakhir,Nilai SMA,Daerah Asal,Pendidikan Ibu,Pendidikan Ayah,Pekerjaan Ibu,Pekerjaan Ayah,Nilai Ujian Masuk,Pindahan,Berkebutuhan Khusus,Status pembayaran semester terakhir,Jenis Kelamin,Beasiswa,Usia saat mendaftar,IP Semester 1,IP Semester 2,Target
01026,Cerai,Akuntansi,Reguler,Perguruan Tinggi,66.55,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,51.5,Tidak,Tidak,Belum,Pria,Tidak,34,0,0,Gagal
01027,Belum Menikah,Pariwisata,Malam,SMA/Sederajat,62.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Lainnya,61.1,Ya,Tidak,Sudah,Wanita,Tidak,19,2.43,2.33,Lulus Tepat Waktu
01029,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,72,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,63.45,Tidak,Tidak,Sudah,Wanita,Tidak,19,2.12,2.1,Lulus Tepat Waktu
01031,Belum Menikah,Manajemen,Reguler,SMA/Sederajat,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,59,Tidak,Tidak,Sudah,Pria,Ya,45,2.7,0,Gagal
01032,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,60,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,62.1,Ya,Tidak,Sudah,Pria,Tidak,18,2.4,2.28,Lulus Tidak Tepat Waktu
01033,Belum Menikah,Perpajakan,Reguler,SMA/Sederajat,65,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Wiraswasta,74.5,Ya,Tidak,Sudah,Pria,Tidak,33,2.4,2.73,Lulus Tidak Tepat Waktu
01035,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,60,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Lainnya,55,Tidak,Tidak,Sudah,Pria,Tidak,27,2.15,2.07,Gagal
01036,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,62.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Lainnya,60.05,Tidak,Tidak,Sudah,Wanita,Ya,18,2.5,2.67,Lulus Tepat Waktu
01039,Menikah,Pariwisata,Malam,Perguruan Tinggi,50,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Pegawai Negri,65,Tidak,Tidak,Sudah,Wanita,Ya,33,2.77,2.5,Lulus Tepat Waktu
01041,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,56,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,58.65,Ya,Tidak,Sudah,Wanita,Tidak,20,2.4,2.24,Lulus Tepat Waktu
01043,Belum Menikah,Manajemen,Reguler,Perguruan Tinggi,60,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Lainnya,60,Tidak,Tidak,Belum,Pria,Tidak,20,0,0,Gagal
01044,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,68,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,65.4,Tidak,Tidak,Sudah,Wanita,Tidak,18,2.81,2.92,Lulus Tepat Waktu
01046,Belum Menikah,Manajemen,Reguler,SMA/Sederajat,83.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,79.15,Ya,Tidak,Sudah,Wanita,Tidak,18,3.03,2.83,Lulus Tepat Waktu
01047,Belum Menikah,Teknik Industri,Reguler,SMA/Sederajat,57,Luar Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,57,Tidak,Tidak,Sudah,Wanita,Tidak,20,0,2.33,Lulus Tidak Tepat Waktu
01049,Belum Menikah,Hubungan Masyarakat,Reguler,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Wiraswasta,Lainnya,58.15,Tidak,Tidak,Belum,Pria,Tidak,32,0,0,Gagal
01054,Menikah,Teknologi Informasi,Reguler,SMA/Sederajat,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Wiraswasta,Lainnya,50,Tidak,Tidak,Sudah,Wanita,Tidak,34,2.6,2.38,Gagal
01055,Belum Menikah,Teknologi Informasi,Reguler,SMA/Sederajat,57.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Lainnya,Pegawai Negri,54.35,Ya,Tidak,Sudah,Wanita,Tidak,21,2.53,2,Gagal
01056,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,53,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Lainnya,54.75,Ya,Tidak,Sudah,Wanita,Tidak,19,2.61,2.76,Lulus Tepat Waktu
01057,Menikah,Ekonomi,Malam,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,75.15,Tidak,Tidak,Sudah,Wanita,Tidak,47,2.96,2.88,Lulus Tepat Waktu
01058,Belum Menikah,Pariwisata,Malam,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,51.75,Tidak,Tidak,Sudah,Wanita,Ya,33,2.83,2.87,Lulus Tepat Waktu
01060,Menikah,Pariwisata,Malam,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,53.5,Tidak,Tidak,Sudah,Pria,Tidak,41,2.57,2.63,Lulus Tepat Waktu
01061,Belum Menikah,Perpustakaan,Reguler,SMA/Sederajat,62.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,50,Tidak,Tidak,Sudah,Pria,Tidak,27,2.44,2.48,Lulus Tepat Waktu
01063,Belum Menikah,Perbankan,Reguler,Perguruan Tinggi,66.55,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,50,Tidak,Tidak,Sudah,Pria,Tidak,24,0,0,Gagal
01066,Menikah,Perpustakaan,Reguler,SMA/Sederajat,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,75,Tidak,Tidak,Sudah,Pria,Tidak,31,3,2.5,Lulus Tepat Waktu
01067,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,68,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,61.9,Ya,Tidak,Sudah,Wanita,Ya,19,2.66,2.66,Lulus Tepat Waktu
01071,Belum Menikah,Penyiaran,Reguler,SMA/Sederajat,62,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,60.6,Ya,Tidak,Sudah,Pria,Tidak,20,0,0,Lulus Tidak Tepat Waktu
01072,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,75,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Wiraswasta,Wiraswasta,73.25,Ya,Tidak,Sudah,Wanita,Ya,20,2.7,2.53,Lulus Tepat Waktu
01074,Belum Menikah,Akuntansi,Reguler,Perguruan Tinggi,66.55,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Pegawai Negri,50,Ya,Tidak,Belum,Wanita,Tidak,25,2.24,2.25,Gagal
01078,Belum Menikah,Teknologi Informasi,Reguler,SMA/Sederajat,71,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Lainnya,66.3,Tidak,Tidak,Sudah,Wanita,Tidak,18,2.56,2,Lulus Tidak Tepat Waktu
01079,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,71.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Negri,Lainnya,66.6,Ya,Tidak,Sudah,Wanita,Ya,18,2.85,2.5,Lulus Tepat Waktu
01081,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,57.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Wiraswasta,54.55,Ya,Tidak,Belum,Wanita,Ya,22,0,0,Gagal
01084,Belum Menikah,Teknik Mesin,Reguler,Perguruan Tinggi,65,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Wiraswasta,65,Ya,Ya,Sudah,Pria,Tidak,26,2.5,2,Gagal
01088,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,68.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Pegawai Swasta,64.3,Tidak,Tidak,Sudah,Wanita,Ya,18,2.63,2.5,Lulus Tepat Waktu
01090,Belum Menikah,Perpajakan,Reguler,SMA/Sederajat,50,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,80,Tidak,Tidak,Belum,Pria,Tidak,45,0,0,Gagal
01091,Belum Menikah,Penyiaran,Reguler,Perguruan Tinggi,80,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,80,Ya,Tidak,Sudah,Pria,Ya,21,0,0,Gagal
01094,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,63.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Pegawai Swasta,59.65,Ya,Tidak,Sudah,Wanita,Tidak,20,2.82,2.73,Lulus Tepat Waktu
01095,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,75,Pulau Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Pegawai Swasta,Lainnya,75,Tidak,Tidak,Sudah,Pria,Tidak,19,2.12,2.32,Lulus Tepat Waktu
01100,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,68.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,69.9,Ya,Ya,Sudah,Wanita,Tidak,18,2.51,2.51,Lulus Tidak Tepat Waktu
01101,Belum Menikah,Manajemen,Reguler,SMA/Sederajat,62.5,Pulau Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Lainnya,Lainnya,65,Ya,Tidak,Sudah,Pria,Tidak,20,2.57,2.68,Lulus Tepat Waktu
01109,Belum Menikah,Penyiaran,Reguler,SMA/Sederajat,80.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,72.1,Ya,Tidak,Sudah,Pria,Tidak,18,0,0,Lulus Tepat Waktu
01110,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,64,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Wiraswasta,62.9,Tidak,Tidak,Sudah,Wanita,Ya,-20,0,0,Lulus Tidak Tepat Waktu
01111,Belum Menikah,Perpustakaan,Reguler,SMA/Sederajat,66.55,Luar Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,64.9,Tidak,Tidak,Sudah,Pria,Tidak,24,2.71,2.68,Lulus Tidak Tepat Waktu
01112,Belum Menikah,Teknologi Informasi,Reguler,SMA/Sederajat,70.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Lainnya,71.4,Tidak,Tidak,Sudah,Wanita,Ya,19,2.89,2.83,Lulus Tepat Waktu
01113,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,71,Pulau Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Pegawai Negri,Lainnya,68.05,Ya,Tidak,Belum,Pria,Tidak,19,0,0,Gagal
01115,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,64,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Lainnya,59.1,Tidak,Tidak,Sudah,Wanita,Tidak,19,2.33,2.3,Lulus Tepat Waktu
01116,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,67.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Pegawai Negri,Pegawai Negri,61.2,Tidak,Tidak,Sudah,Wanita,Tidak,19,2.18,2.48,Lulus Tepat Waktu
01117,Belum Menikah,Manajemen,Reguler,SMA/Sederajat,65,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Negri,Lainnya,62.25,Tidak,Tidak,Sudah,Wanita,Ya,20,2.76,2.69,Lulus Tepat Waktu
01122,Belum Menikah,Penyiaran,Reguler,SMA/Sederajat,72.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,77.5,Ya,Tidak,Sudah,Wanita,Tidak,24,2.58,2.71,Lulus Tidak Tepat Waktu
01123,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,65,Luar Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,63.45,Ya,Tidak,Sudah,Wanita,Ya,19,2.63,2.6,Gagal
01127,Belum Menikah,Akuntansi,Reguler,SMA/Sederajat,71,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Wiraswasta,64,Tidak,Tidak,Sudah,Wanita,Ya,18,2.8,2.66,Lulus Tepat Waktu
01128,Belum Menikah,Penyiaran,Reguler,SMA/Sederajat,70.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Negri,Lainnya,67.9,Ya,Tidak,Sudah,Pria,Tidak,19,0,0,Gagal
01131,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,69,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Pegawai Negri,Lainnya,66.4,Ya,Tidak,Sudah,Wanita,Tidak,18,2.48,2.75,Lulus Tepat Waktu
01133,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,67,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,64.75,Ya,Tidak,Sudah,Pria,Tidak,18,2.63,2.53,Lulus Tepat Waktu
01136,Belum Menikah,Pariwisata,Malam,SMA/Sederajat,55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,55,Tidak,Tidak,Sudah,Pria,Tidak,37,0,0,Gagal
01138,Belum Menikah,Pertanian,Reguler,SMA/Sederajat,55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,56.6,Ya,Tidak,Sudah,Wanita,Tidak,24,2.1,2,Gagal
01139,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,64,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Wiraswasta,62.25,Tidak,Tidak,Sudah,Pria,Ya,19,2.8,2.47,Lulus Tepat Waktu
01140,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,63.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Wiraswasta,Lainnya,60.55,Ya,Tidak,Sudah,Pria,Ya,20,2.4,2.56,Lulus Tepat Waktu
01141,Cerai,Hubungan Masyarakat,Reguler,SMA/Sederajat,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,71.4,Tidak,Tidak,Sudah,Wanita,Tidak,43,3.28,3.32,Lulus Tepat Waktu
01142,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,58.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,60.1,Ya,Tidak,Sudah,Wanita,Tidak,20,2,2.2,Lulus Tidak Tepat Waktu
01145,Belum Menikah,Manajemen,Reguler,SMA/Sederajat,61,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,62.95,Ya,Tidak,Sudah,Pria,Ya,20,3.1,2.43,Lulus Tepat Waktu
01147,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,67.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,62.25,Tidak,Tidak,Sudah,Wanita,Ya,18,2.23,2.46,Lulus Tepat Waktu
01148,Belum Menikah,Manajemen,Reguler,SMA/Sederajat,63,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,66,Ya,Tidak,Sudah,Wanita,Ya,19,2.83,2.48,Lulus Tepat Waktu
01153,Cerai,Perbankan,Reguler,Perguruan Tinggi,55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Pegawai Negri,75.5,Tidak,Tidak,Belum,Pria,Tidak,47,0,0,Gagal
01155,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,66.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Lainnya,63.2,Ya,Tidak,Sudah,Pria,Ya,18,2.69,2.78,Lulus Tepat Waktu
01156,Belum Menikah,Manajemen,Reguler,SMA/Sederajat,78.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Lainnya,69.05,Ya,Tidak,Sudah,Wanita,Tidak,18,2.53,2.83,Lulus Tepat Waktu
01157,Belum Menikah,Pertanian,Reguler,SMA/Sederajat,62,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,63.05,Ya,Tidak,Sudah,Wanita,Tidak,20,2.28,2.2,Gagal
01158,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,58.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,55.9,Ya,Tidak,Sudah,Pria,Tidak,19,2.3,2.2,Gagal
01161,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,75,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,65.4,Ya,Tidak,Sudah,Wanita,Ya,21,2.89,2.89,Lulus Tepat Waktu
01164,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,60,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,52.95,Tidak,Tidak,Sudah,Wanita,Tidak,35,2.36,2.27,Lulus Tidak Tepat Waktu
01175,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,60,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Wiraswasta,Lainnya,57.75,Ya,Tidak,Sudah,Pria,Tidak,18,2.07,2.17,Gagal
01177,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Wiraswasta,Lainnya,54.5,Ya,Tidak,Sudah,Pria,Ya,22,2.47,2.11,Lulus Tidak Tepat Waktu
01178,Belum Menikah,Pariwisata,Malam,SMA/Sederajat,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,60.5,Tidak,Tidak,Belum,Wanita,Tidak,44,2.4,2.4,Gagal
01183,Belum Menikah,Perpustakaan,Reguler,Perguruan Tinggi,80,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Wiraswasta,Wiraswasta,80,Ya,Tidak,Sudah,Pria,Ya,20,2.69,2.52,Lulus Tepat Waktu
01184,Belum Menikah,Teknik Mesin,Reguler,SMA/Sederajat,66.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Wiraswasta,Lainnya,71.6,Tidak,Tidak,Sudah,Wanita,Tidak,19,2.88,2.64,Lulus Tepat Waktu
01185,Cerai,Keperawatan,Reguler,SMA/Sederajat,80,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Lainnya,80,Tidak,Tidak,Belum,Wanita,Tidak,27,2.93,2.6,Gagal
01187,Cerai,Teknologi Informasi,Reguler,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,59,Tidak,Tidak,Sudah,Wanita,Tidak,27,2.33,2,Gagal
01188,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,61.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Wiraswasta,57.2,Tidak,Tidak,Sudah,Pria,Tidak,22,0,2.3,Gagal
01190,Belum Menikah,Perpustakaan,Reguler,SMA/Sederajat,66.55,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Lainnya,65,Tidak,Tidak,Sudah,Pria,Tidak,29,0,0,Gagal
01191,Belum Menikah,Ekonomi,Malam,SMA/Sederajat,75,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,75,Tidak,Tidak,Sudah,Wanita,Tidak,27,0,0,Gagal
01192,Menikah,Perpustakaan,Reguler,SMA/Sederajat,60,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,56.65,Tidak,Tidak,Sudah,Pria,Tidak,26,2,0,Gagal
01193,Belum Menikah,Pariwisata,Malam,SMA/Sederajat,67,Pulau Jawa,Lebih dari S1,Lebih dari S1,Wiraswasta,Lainnya,55,Ya,Tidak,Sudah,Wanita,Tidak,24,2,0,Gagal
01194,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,66,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,70.9,Ya,Tidak,Sudah,Pria,Tidak,20,2.37,2.43,Lulus Tepat Waktu
01195,Belum Menikah,Teknik Mesin,Reguler,SMA/Sederajat,70,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,70,Tidak,Tidak,Sudah,Wanita,Tidak,22,2.67,2.3,Lulus Tepat Waktu
01196,Belum Menikah,Perpustakaan,Reguler,SMA/Sederajat,67.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,69.05,Tidak,Tidak,Belum,Wanita,Tidak,28,0,0,Gagal
01199,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,69,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,66.5,Ya,Tidak,Sudah,Wanita,Tidak,18,0,0,Lulus Tidak Tepat Waktu
01201,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,71.5,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,72.2,Ya,Tidak,Sudah,Wanita,Tidak,20,2.7,2.6,Lulus Tepat Waktu
01202,Belum Menikah,Teknik Industri,Reguler,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,58.9,Tidak,Tidak,Sudah,Wanita,Tidak,24,2.28,2.39,Lulus Tepat Waktu
01205,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,72.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,72.5,Tidak,Tidak,Sudah,Wanita,Ya,19,2.57,2.63,Lulus Tepat Waktu
01206,Belum Menikah,Perpajakan,Reguler,SMA/Sederajat,60,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Lainnya,58.45,Ya,Tidak,Belum,Pria,Tidak,18,2.4,2.07,Lulus Tidak Tepat Waktu
01207,Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,50,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Negri,85,Tidak,Tidak,Sudah,Pria,Tidak,45,2.97,2.96,Lulus Tepat Waktu
01208,Cerai,Pertanian,Reguler,SMA/Sederajat,60,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,65.5,Ya,Tidak,Sudah,Pria,Tidak,44,2.53,2.3,Lulus Tepat Waktu
01213,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,66.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Wiraswasta,68.1,Ya,Tidak,Sudah,Wanita,Tidak,19,2.3,2.1,Lulus Tidak Tepat Waktu
01215,Belum Menikah,Akuntansi,Reguler,SMA/Sederajat,70.5,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Negri,Lainnya,65.1,Tidak,Tidak,Sudah,Pria,Tidak,18,2.7,0,Gagal
01218,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,70.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,62.15,Tidak,Tidak,Sudah,Wanita,Tidak,19,2.9,2.9,Lulus Tidak Tepat Waktu
01219,Belum Menikah,Teknologi Informasi,Reguler,SMA/Sederajat,59,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Negri,Wiraswasta,55,Ya,Tidak,Sudah,Wanita,Tidak,20,2.45,2.3,Lulus Tidak Tepat Waktu
01220,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,60,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,55,Tidak,Tidak,Belum,Pria,Tidak,32,0,0,Gagal
01222,Belum Menikah,Manajemen,Reguler,SMA/Sederajat,71.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Lainnya,67.3,Ya,Tidak,Sudah,Wanita,Ya,18,2.9,2.57,Gagal
01224,Belum Menikah,Akuntansi,Reguler,SMA/Sederajat,61,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,57.15,Ya,Tidak,Sudah,Wanita,Tidak,18,2.78,2.74,Lulus Tepat Waktu
01225,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,66.55,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,60,Tidak,Tidak,Sudah,Wanita,Ya,25,2.41,2.41,Lulus Tepat Waktu
01226,Belum Menikah,Akuntansi,Reguler,SMA/Sederajat,58.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Wiraswasta,56.6,Tidak,Tidak,Sudah,Pria,Tidak,21,2,2.07,Lulus Tidak Tepat Waktu
01227,Belum Menikah,Pertanian,Reguler,SMA/Sederajat,62.5,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Lainnya,60.75,Tidak,Tidak,Sudah,Wanita,Ya,21,2.4,2.5,Lulus Tepat Waktu
01228,Belum Menikah,Keperawatan,Reguler,SMA/Sederajat,67,Luar Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Pegawai Negri,Pegawai Negri,62.8,Ya,Tidak,Sudah,Wanita,Tidak,20,3.23,3.17,Lulus Tepat Waktu
01229,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,61.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,59.85,Tidak,Tidak,Sudah,Pria,Tidak,20,0,0,Gagal
01230,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,80.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Lainnya,74.2,Tidak,Tidak,Sudah,Wanita,Ya,19,2.77,2.89,Lulus Tepat Waktu
01231,Belum Menikah,Manajemen,Reguler,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,64.5,Ya,Tidak,Sudah,Wanita,Tidak,25,2.7,2.5,Lulus Tepat Waktu
