ID,Status Pernikahan,Program Studi,Kelas Siang/Malam,Pendidikan Terakhir,Nilai SMA,Daerah Asal,Pendidikan Ibu,Pendidikan Ayah,Pekerjaan Ibu,Pekerjaan Ayah,Nilai Ujian Masuk,Pindahan,Berkebutuhan Khusus,Status pembayaran semester terakhir,Jenis Kelamin,Beasiswa,Umur saat mendaftar,IP Semester 1,IP Semester 2,Target
02682,Belum Menikah,Perpajakan,Siang,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Lainnya,Lainnya,59.95,Ya,Tidak,Sudah,Laki-laki,Tidak,20,0,0,Gagal
02686,Belum Menikah,Perpajakan,Siang,SMA/Sederajat,74,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Lainnya,64.9,Tidak,Tidak,Belum,Laki-laki,Ya,18,3,2.84,Lulus Tidak Tepat Waktu
02689,Belum Menikah,Perbankan,Siang,SMA/Sederajat,70,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,69.3,Tidak,Tidak,Sudah,Perempuan,Ya,19,2.85,2.61,Lulus Tepat Waktu
02691,Belum Menikah,Penyiaran,Siang,SMA/Sederajat,65.5,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Wiraswasta,Pegawai Negri,66.4,Ya,Tidak,Sudah,Perempuan,Tidak,18,0,0,Lulus Tidak Tepat Waktu
02692,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,59.5,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Negri,Pegawai Negri,52.5,Ya,Tidak,Sudah,Perempuan,Tidak,23,2.27,2.2,Lulus Tidak Tepat Waktu
02694,Belum Menikah,Teknologi Informasi,Siang,SMA/Sederajat,67.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,66.45,Ya,Tidak,Belum,Perempuan,Tidak,29,3.27,3.12,Gagal
02695,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,67,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,68.05,Ya,Tidak,Sudah,Perempuan,Ya,20,2.6,2.63,Gagal
02696,Belum Menikah,Agronomi,Siang,SMA/Sederajat,63,Pulau Jawa,D3/S1/Sederajat,SMA/Sederajat,Lainnya,Lainnya,60.75,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.27,2.33,Lulus Tepat Waktu
02697,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,77.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Wiraswasta,74.9,Ya,Tidak,Sudah,Perempuan,Ya,18,2.77,2.83,Lulus Tepat Waktu
02699,Menikah,Pariwisata,Malam,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,57.4,Tidak,Tidak,Sudah,Perempuan,Tidak,44,2.23,2.2,Lulus Tepat Waktu
02704,Belum Menikah,Pertanian,Siang,SMA/Sederajat,72.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Wiraswasta,Pegawai Swasta,65.85,Ya,Tidak,Sudah,Perempuan,Ya,21,2.43,2.33,Gagal
02710,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,59,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,57.1,Ya,Tidak,Sudah,Laki-laki,Tidak,20,2.07,2.56,Lulus Tepat Waktu
02711,Menikah,Pariwisata,Malam,SMA/Sederajat,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,64,Tidak,Tidak,Sudah,Perempuan,Ya,43,2.47,2.3,Lulus Tepat Waktu
02713,Belum Menikah,Teknik Mesin,Siang,SMA/Sederajat,65.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,69.9,Ya,Tidak,Sudah,Perempuan,Tidak,19,2.68,2.56,Lulus Tepat Waktu
02716,Belum Menikah,Pertanian,Siang,SMA/Sederajat,50,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Pegawai Negri,57.5,Tidak,Tidak,Belum,Laki-laki,Tidak,24,0,0,Gagal
02718,Belum Menikah,Manajemen,Siang,SMA/Sederajat,78.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,73.1,Tidak,Tidak,Sudah,Laki-laki,Tidak,18,3.2,2.73,Lulus Tepat Waktu
02722,Belum Menikah,Agronomi,Siang,SMA/Sederajat,80,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,58.05,Tidak,Tidak,Sudah,Perempuan,Tidak,26,2.97,3.03,Lulus Tepat Waktu
02723,Belum Menikah,Teknik Mesin,Siang,SMA/Sederajat,72.5,Pulau Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,72.5,Ya,Tidak,Sudah,Perempuan,Ya,19,2.9,2.72,Lulus Tepat Waktu
02724,Belum Menikah,Penyiaran,Siang,SMA/Sederajat,62.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,71.95,Ya,Tidak,Sudah,Perempuan,Tidak,20,0,0,Lulus Tidak Tepat Waktu
02725,Belum Menikah,Pertanian,Siang,SMA/Sederajat,53.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Negri,Pegawai Negri,51.4,Ya,Tidak,Sudah,Perempuan,Tidak,20,2,0,Gagal
02726,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,80,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Negri,79.65,Tidak,Tidak,Sudah,Perempuan,Tidak,18,2.88,3.08,Lulus Tepat Waktu
02729,Menikah,Ekonomi,Malam,SMA/Sederajat,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,70,Ya,Tidak,Belum,Laki-laki,Tidak,33,0,0,Gagal
02730,Belum Menikah,Perbankan,Siang,SMA/Sederajat,71.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Pegawai Negri,66.95,Tidak,Tidak,Sudah,Perempuan,Tidak,18,3,3.22,Lulus Tepat Waktu
02731,Belum Menikah,Perbankan,Siang,SMA/Sederajat,70.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,63.15,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.66,2.66,Lulus Tepat Waktu
02732,Belum Menikah,Pariwisata,Malam,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Wiraswasta,Lainnya,47.75,Tidak,Tidak,Sudah,Laki-laki,Tidak,29,2.4,2.8,Lulus Tepat Waktu
02733,Belum Menikah,Agronomi,Siang,SMA/Sederajat,67,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Lainnya,Lainnya,64.2,Ya,Tidak,Sudah,Perempuan,Ya,18,2.5,2.33,Lulus Tepat Waktu
02740,Belum Menikah,Manajemen,Siang,SMA/Sederajat,66.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Wiraswasta,66,Ya,Ya,Sudah,Perempuan,Ya,17,2.6,2.5,Lulus Tepat Waktu
02741,Belum Menikah,Teknik Mesin,Siang,SMA/Sederajat,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,60,Tidak,Tidak,Belum,Perempuan,Tidak,32,0,0,Gagal
02744,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,58,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Wiraswasta,57.85,Tidak,Tidak,Belum,Laki-laki,Tidak,22,2.3,2.8,Lulus Tidak Tepat Waktu
02746,Belum Menikah,Perbankan,Siang,SMA/Sederajat,50,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,50,Tidak,Tidak,Sudah,Laki-laki,Tidak,24,2.05,2.05,Gagal
02747,Belum Menikah,Teknologi Informasi,Siang,SMA/Sederajat,71.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Negri,63.65,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.36,2.28,Gagal
02748,Belum Menikah,Akuntansi,Siang,Perguruan Tinggi,55,Pulau Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Pegawai Swasta,Wiraswasta,55,Tidak,Tidak,Sudah,Perempuan,Ya,20,2.43,2.71,Lulus Tepat Waktu
02749,Belum Menikah,Teknik Mesin,Siang,SMA/Sederajat,79,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,76.8,Ya,Tidak,Sudah,Perempuan,Ya,18,3.13,3.06,Lulus Tepat Waktu
02751,Belum Menikah,Perbankan,Siang,SMA/Sederajat,72,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,68,Ya,Tidak,Sudah,Perempuan,Ya,19,2.83,2.83,Lulus Tepat Waktu
02752,Cerai,Pariwisata,Malam,SMA/Sederajat,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,63,Tidak,Tidak,Sudah,Perempuan,Ya,39,2.62,2.34,Lulus Tepat Waktu
02754,Belum Menikah,Agronomi,Siang,SMA/Sederajat,70,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,65.1,Ya,Tidak,Sudah,Perempuan,Ya,18,2.55,2.43,Lulus Tepat Waktu
02756,Menikah,Pariwisata,Malam,SMA/Sederajat,75,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Pegawai Negri,71.5,Tidak,Tidak,Sudah,Perempuan,Tidak,40,3.18,2.83,Lulus Tepat Waktu
02757,Belum Menikah,Perbankan,Siang,SMA/Sederajat,62,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,58.9,Tidak,Tidak,Sudah,Perempuan,Ya,20,2.56,2.56,Lulus Tepat Waktu
02759,Belum Menikah,Agronomi,Siang,SMA/Sederajat,62,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,58,Ya,Tidak,Sudah,Perempuan,Tidak,19,0,0,Gagal
02760,Belum Menikah,Teknik Mesin,Siang,Perguruan Tinggi,70,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,70,Ya,Tidak,Sudah,Perempuan,Ya,20,2.37,2.37,Lulus Tepat Waktu
02762,Belum Menikah,Perbankan,Siang,SMA/Sederajat,70,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,66.9,Ya,Tidak,Sudah,Perempuan,Tidak,17,2.49,2.49,Lulus Tidak Tepat Waktu
02763,Belum Menikah,Penyiaran,Siang,SMA/Sederajat,55,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Negri,Lainnya,50,Ya,Tidak,Sudah,Laki-laki,Tidak,27,0,0,Gagal
02764,Belum Menikah,Keperawatan,Siang,SMA/Sederajat,75.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Wiraswasta,75.5,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.89,2.67,Lulus Tepat Waktu
02765,Belum Menikah,Keperawatan,Siang,Perguruan Tinggi,60,Luar Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,60,Tidak,Tidak,Belum,Perempuan,Tidak,20,2.33,2.4,Gagal
02766,Menikah,Pariwisata,Malam,SMA/Sederajat,50,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,70.75,Tidak,Tidak,Sudah,Perempuan,Tidak,45,2.47,2.6,Lulus Tepat Waktu
02767,Belum Menikah,Agronomi,Siang,SMA/Sederajat,67.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Wiraswasta,Lainnya,60.85,Ya,Tidak,Sudah,Perempuan,Ya,18,0,2.2,Lulus Tidak Tepat Waktu
02770,Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,75.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,66.05,Ya,Tidak,Sudah,Perempuan,Tidak,34,2,2.4,Gagal
02772,Belum Menikah,Teknik Mesin,Siang,SMA/Sederajat,66.55,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,72.45,Ya,Tidak,Sudah,Perempuan,Tidak,26,2.35,2.56,Lulus Tidak Tepat Waktu
02774,Belum Menikah,Pariwisata,Malam,SMA/Sederajat,66.55,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Lainnya,59.5,Tidak,Tidak,Sudah,Laki-laki,Tidak,39,2.64,2.63,Lulus Tepat Waktu
02778,Belum Menikah,Perbankan,Siang,SMA/Sederajat,71.5,Pulau Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Pegawai Swasta,Lainnya,65.3,Ya,Tidak,Sudah,Perempuan,Ya,18,2.63,3.01,Lulus Tepat Waktu
02780,Belum Menikah,Teknik Mesin,Siang,SMA/Sederajat,64.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,59.1,Ya,Tidak,Sudah,Perempuan,Ya,18,2.65,3.11,Lulus Tepat Waktu
02781,Belum Menikah,Perbankan,Siang,SMA/Sederajat,70.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,67.7,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.5,2.64,Lulus Tidak Tepat Waktu
02782,Belum Menikah,Perpajakan,Siang,SMA/Sederajat,71,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Wiraswasta,Lainnya,64.9,Ya,Tidak,Sudah,Laki-laki,Tidak,18,0,3,Lulus Tidak Tepat Waktu
02783,Belum Menikah,Agronomi,Siang,SMA/Sederajat,60.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,57.55,Ya,Tidak,Sudah,Perempuan,Tidak,19,2.17,2.43,Lulus Tepat Waktu
02784,Belum Menikah,Perbankan,Siang,SMA/Sederajat,68.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,60.4,Ya,Tidak,Sudah,Perempuan,Ya,18,2.93,2.93,Lulus Tepat Waktu
02786,Belum Menikah,Manajemen,Siang,SMA/Sederajat,59.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,62.3,Ya,Tidak,Sudah,Perempuan,Tidak,20,2.5,2.53,Lulus Tepat Waktu
02787,Belum Menikah,Keperawatan,Siang,SMA/Sederajat,66.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Wiraswasta,63,Tidak,Tidak,Sudah,Laki-laki,Tidak,18,2.73,2.64,Lulus Tepat Waktu
02788,Belum Menikah,Pertanian,Siang,SMA/Sederajat,66,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,62.35,Ya,Tidak,Sudah,Perempuan,Tidak,19,0,0,Gagal
02789,Belum Menikah,Agronomi,Siang,SMA/Sederajat,58,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,55.55,Ya,Tidak,Sudah,Perempuan,Ya,18,2.27,2.37,Lulus Tepat Waktu
02790,Belum Menikah,Perbankan,Siang,SMA/Sederajat,61.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,56.65,Ya,Tidak,Sudah,Perempuan,Tidak,20,2.39,2.39,Gagal
02793,Belum Menikah,Perbankan,Siang,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Lainnya,58.9,Ya,Tidak,Sudah,Laki-laki,Tidak,19,3.18,3.18,Lulus Tepat Waktu
02795,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,71,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Wiraswasta,Lainnya,63.65,Tidak,Tidak,Sudah,Perempuan,Ya,18,2.24,2.36,Lulus Tepat Waktu
02796,Menikah,Pariwisata,Malam,SMA/Sederajat,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,50.5,Tidak,Tidak,Sudah,Perempuan,Tidak,35,2.5,2.43,Lulus Tepat Waktu
02798,Belum Menikah,Perbankan,Siang,SMA/Sederajat,68.5,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,64.65,Tidak,Tidak,Sudah,Perempuan,Tidak,19,0,0,Gagal
02800,Belum Menikah,Penyiaran,Siang,SMA/Sederajat,64,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,67.35,Tidak,Tidak,Belum,Laki-laki,Tidak,19,0,0,Gagal
02801,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,65,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,58.85,Tidak,Tidak,Sudah,Perempuan,Tidak,34,2.4,2.2,Gagal
02803,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,57.5,Pulau Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Pegawai Swasta,Lainnya,59.25,Tidak,Tidak,Sudah,Laki-laki,Tidak,21,2,2,Gagal
02804,Belum Menikah,Perpustakaan,Siang,Perguruan Tinggi,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,70,Ya,Tidak,Sudah,Laki-laki,Ya,20,2.52,2.64,Lulus Tepat Waktu
02808,Belum Menikah,Perbankan,Siang,SMA/Sederajat,67.5,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Negri,Wiraswasta,63.65,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.66,2.91,Lulus Tepat Waktu
02811,Menikah,Perbankan,Siang,SMA/Sederajat,66.55,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Negri,Pegawai Negri,74.4,Tidak,Tidak,Sudah,Perempuan,Ya,34,2.5,2.61,Lulus Tepat Waktu
02815,Belum Menikah,Perbankan,Siang,SMA/Sederajat,54,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Lainnya,53.9,Ya,Tidak,Sudah,Perempuan,Ya,20,2.47,2.6,Lulus Tepat Waktu
02816,Menikah,Pariwisata,Malam,SMA/Sederajat,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,81.25,Tidak,Tidak,Sudah,Laki-laki,Tidak,54,2.87,2.77,Lulus Tepat Waktu
02818,Belum Menikah,Teknik Mesin,Siang,SMA/Sederajat,61,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,58.05,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.63,2.2,Lulus Tepat Waktu
02819,Belum Menikah,Teknik Mesin,Siang,Perguruan Tinggi,66.55,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Lainnya,70,Tidak,Tidak,Belum,Perempuan,Tidak,24,2.35,2.07,Gagal
02821,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,60.75,Ya,Tidak,Sudah,Perempuan,Tidak,31,2.32,2.51,Gagal
02825,Belum Menikah,Perpustakaan,Siang,SMA/Sederajat,70,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Negri,Pegawai Swasta,65,Tidak,Tidak,Sudah,Laki-laki,Tidak,27,2.83,2.77,Lulus Tepat Waktu
02826,Belum Menikah,Perbankan,Siang,SMA/Sederajat,76,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,69.5,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.87,2.87,Lulus Tepat Waktu
02827,Belum Menikah,Perbankan,Siang,SMA/Sederajat,74,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Pegawai Negri,66.4,Tidak,Tidak,Sudah,Perempuan,Tidak,18,2.91,2.91,Lulus Tepat Waktu
02828,Belum Menikah,Perbankan,Siang,SMA/Sederajat,65,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Lainnya,59.05,Ya,Tidak,Sudah,Laki-laki,Tidak,18,2.41,2.75,Lulus Tidak Tepat Waktu
02830,Belum Menikah,Manajemen,Siang,SMA/Sederajat,63.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Negri,65.6,Ya,Tidak,Sudah,Laki-laki,Tidak,18,2.37,2.63,Lulus Tepat Waktu
02832,Belum Menikah,Perbankan,Siang,Perguruan Tinggi,59.45,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Pegawai Swasta,59.45,Ya,Tidak,Sudah,Perempuan,Ya,19,2.71,2.71,Lulus Tepat Waktu
02833,Belum Menikah,Teknik Mesin,Siang,Perguruan Tinggi,75,Luar Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,75,Tidak,Tidak,Sudah,Perempuan,Tidak,20,2.67,2.68,Lulus Tepat Waktu
02836,Belum Menikah,Teknik Industri,Siang,SMA/Sederajat,66.55,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,52.25,Ya,Tidak,Sudah,Perempuan,Tidak,21,2.5,0,Gagal
02839,Belum Menikah,Akuntansi,Siang,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,58.9,Ya,Tidak,Sudah,Perempuan,Tidak,21,2.6,2.3,Lulus Tepat Waktu
02841,Menikah,Perbankan,Siang,SMA/Sederajat,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,52.85,Ya,Tidak,Sudah,Perempuan,Tidak,27,2.76,2.76,Lulus Tepat Waktu
02842,Belum Menikah,Teknik Mesin,Siang,SMA/Sederajat,61.5,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,62.05,Ya,Tidak,Sudah,Perempuan,Ya,20,2.8,2.4,Lulus Tepat Waktu
02845,Belum Menikah,Pertanian,Siang,SMA/Sederajat,66,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Lainnya,60.05,Tidak,Tidak,Sudah,Perempuan,Ya,20,2.47,2.37,Lulus Tepat Waktu
02853,Belum Menikah,Penyiaran,Siang,SMA/Sederajat,71,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,69.7,Ya,Tidak,Sudah,Perempuan,Ya,18,0,0,Lulus Tepat Waktu
02855,Belum Menikah,Pertanian,Siang,SMA/Sederajat,66,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Pegawai Negri,Lainnya,61.3,Ya,Tidak,Sudah,Perempuan,Ya,18,2.46,2.4,Lulus Tepat Waktu
02859,Menikah,Teknik Industri,Siang,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,50.25,Tidak,Tidak,Sudah,Perempuan,Tidak,39,2.8,0,Gagal
02861,Belum Menikah,Perbankan,Siang,SMA/Sederajat,67.5,Pulau Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Lainnya,Lainnya,66.4,Ya,Tidak,Sudah,Perempuan,Ya,18,2.34,2.34,Lulus Tepat Waktu
02863,Belum Menikah,Manajemen,Siang,SMA/Sederajat,65.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Pegawai Negri,60.1,Ya,Tidak,Sudah,Laki-laki,Tidak,18,2.57,2.28,Lulus Tidak Tepat Waktu
02864,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,64,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,58.25,Tidak,Tidak,Sudah,Laki-laki,Tidak,19,2,3.2,Gagal
02865,Belum Menikah,Teknologi Informasi,Siang,SMA/Sederajat,69,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,62.35,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.47,2.17,Lulus Tidak Tepat Waktu
02866,Menikah,Teknik Mesin,Siang,Perguruan Tinggi,55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,55,Tidak,Tidak,Belum,Laki-laki,Tidak,29,0,0,Gagal
02867,Belum Menikah,Akuntansi,Siang,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Pegawai Negri,61.7,Ya,Tidak,Sudah,Perempuan,Tidak,21,2.35,2.67,Lulus Tepat Waktu
02868,Belum Menikah,Penyiaran,Siang,SMA/Sederajat,61.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Pegawai Swasta,58.2,Ya,Tidak,Sudah,Laki-laki,Tidak,19,0,0,Gagal
02870,Belum Menikah,Manajemen,Siang,SMA/Sederajat,64,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,61.75,Ya,Ya,Belum,Laki-laki,Tidak,19,2.5,0,Gagal
02871,Belum Menikah,Perpustakaan,Siang,Perguruan Tinggi,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,70,Tidak,Tidak,Sudah,Laki-laki,Ya,20,2.77,2.46,Lulus Tidak Tepat Waktu
02872,Belum Menikah,Pertanian,Siang,SMA/Sederajat,68,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,64.35,Tidak,Tidak,Sudah,Laki-laki,Tidak,19,2.89,2.5,Lulus Tepat Waktu
02875,Belum Menikah,Perbankan,Siang,Perguruan Tinggi,67,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,60.2,Ya,Tidak,Sudah,Perempuan,Tidak,19,2.67,2.67,Lulus Tepat Waktu
02876,Belum Menikah,Perbankan,Siang,SMA/Sederajat,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,69,Tidak,Tidak,Sudah,Laki-laki,Tidak,28,2.82,3.18,Gagal
02878,Cerai,Teknologi Informasi,Siang,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Pegawai Negri,Lainnya,52.75,Tidak,Tidak,Sudah,Perempuan,Tidak,33,2.64,2.12,Gagal
02879,Belum Menikah,Pariwisata,Malam,Perguruan Tinggi,74.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,63.15,Tidak,Tidak,Sudah,Perempuan,Tidak,55,2.77,2.57,Lulus Tepat Waktu
02880,Belum Menikah,Perbankan,Siang,SMA/Sederajat,62.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Lainnya,61,Ya,Tidak,Sudah,Perempuan,Tidak,19,0,0,Gagal
